Name,LinkType,Destructible,DestructionDelay,EffectMultiplierKill,EffectMultiplierDestroy,EffectsMaskKill,EffectsMaskDestroy,HullIndexSecond,HullType,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,ObjectMass,ObjectMaterial,ObjectMaximumLife,ObjectArmor,DestructionDelay,EffectMultiplierKill,EffectMultiplierDestroy,EffectsMaskKill,EffectsMaskDestroy,LocalDirectionX,LocalDirectionY,LocalDirectionZ,Fitness
Argos-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,14,1,1.1400000000000001,0.86,0.86,-0.5244,0.0,1.204,0.6081059999999999,0.0,0.6081059999999999,0.0,0.0114,5,86.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Argos-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,15,1,0.85,1.15,0.85,-0.31,0.0,2.03,0.601035,0.0,0.8131649999999999,0.0,0.0085,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Argos-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,16,1,1.1,1.0,1.0,0.81,0.0,0.0,0.7071,0.0,0.7071,0.0,0.009000000000000001,5,90.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Argos-mutated,3,1,0.0,1.0,1.0,0000000101000000000000000001000,00000001010000000000000000010110,17,1,1.13,1.13,1.13,0.9,0.0,0.6779999999999999,0.615177,0.0,0.7990229999999999,0.0,0.01,5,113.0,0.0,0.0,1.0,1.0,0000000101000000000000000001000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Argos-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,18,1,1.13,1.13,0.87,0.5198,0.0,1.0170000000000001,0.615177,0.0,-0.615177,0.0,0.0087,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Argos-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,19,1,1.12,1.12,0.88,0.5152,0.0,1.4,0.791952,0.0,-0.7071,0.0,0.0088,5,88.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Argos-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,20,1,1.13,0.87,0.87,0.31,0.0,2.03,0.7990229999999999,0.0,-0.7990229999999999,0.0,0.0087,5,87.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,21,1,1.0,1.0,1.13,0.0,0.067,2.6291399999999996,0.87,0.0,0.0,0.0,0.011300000000000001,5,435.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,22,1,1.11,1.0,0.89,0.0,0.41652,2.396,0.89,0.0,0.0,0.0,0.01,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,23,1,1.0,1.13,1.0,0.0,-0.52884,2.70748,0.0,0.0,0.0,1.0,0.01,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,24,1,1.0,1.11,1.0,-0.5188699999999999,0.0,2.53561,1.0,0.0,0.0,0.0,0.01,5,-0.89,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,25,1,1.15,1.0,1.15,0.49555,0.0,2.42165,0.0,0.0,0.0,1.0,0.0115,5,-1.15,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,26,1,0.85,0.85,1.15,-0.983,0.0,2.609,1.0,0.0,0.0,0.0,0.01,5,-1.15,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,27,1,0.85,1.15,0.85,0.83555,0.0,3.00035,0.0,0.0,0.0,1.15,0.0115,5,-0.85,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,28,1,1.13,1.0,0.87,-0.9017400000000001,0.4089,2.53083,1.0,0.0,0.0,0.0,0.01,5,-0.87,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,30,1,1.0,1.0,1.11,-0.88578,-0.5216999999999999,3.2289899999999996,1.11,0.0,0.0,0.0,0.0089,5,-1.11,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,29,1,1.0,0.86,1.0,0.68628,0.5357999999999999,2.50174,1.0,0.0,0.0,0.0,0.0086,5,-1.1400000000000001,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,31,1,1.15,1.0,1.0,0.9177000000000001,-0.39949999999999997,2.47265,0.85,0.0,0.0,0.0,0.01,5,-0.85,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,32,1,1.0,0.85,1.15,-0.69,0.0,2.6307500000000004,0.85,0.0,0.0,0.0,0.0115,5,-1.15,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Argos-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,33,1,0.86,0.86,0.86,0.6839999999999999,0.0,3.095,1.0,0.0,0.0,0.0,0.0086,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Argos-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,34,1,1.13,0.87,1.13,0.0,0.70286,2.3956,1.0,0.0,0.0,0.0,0.01,5,-1.13,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Argos-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,35,1,0.88,1.0,0.88,0.0,-0.69664,1.8656000000000001,0.0,0.0,0.0,1.12,0.0112,5,-0.88,0.0,0.0,1.0,1.0,00000001010000000000000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,1,1,0.89,1.11,0.89,0.0,0.812,-0.30525,1.0,0.0,0.0,0.0,1.11,5,89.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,2,1,0.85,1.15,1.0,-0.49334999999999996,0.374,-0.36,0.8131649999999999,0.0,-0.7071,0.0,1.15,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,3,1,1.15,1.0,0.85,-0.74405,0.374,-0.306,0.7071,0.0,-0.8131649999999999,0.0,1.15,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,4,1,1.12,0.88,1.12,0.37751999999999997,0.3872,-0.36,0.7071,0.0,0.7071,0.0,0.88,5,88.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,5,1,1.0,1.15,1.15,0.74405,0.44,-0.36,0.8131649999999999,0.0,0.8131649999999999,0.0,1.0,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,6,1,1.0,0.85,1.0,-0.48364999999999997,-0.17135,0.32775,0.8131649999999999,0.0,-0.8131649999999999,0.0,1.15,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,7,1,1.11,1.11,1.0,-0.69954,-0.16538999999999998,0.25365,0.629319,0.0,-0.7071,0.0,1.0,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,8,1,1.0,1.12,1.12,0.5007199999999999,-0.149,0.3192,0.791952,0.0,0.6222479999999999,0.0,0.88,5,112.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,9,1,0.9,0.9,1.0,0.7074,-0.1341,0.25649999999999995,0.7071,0.0,0.7071,0.0,0.9,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,10,1,1.0,1.12,1.0,0.0,-0.29392,0.83216,1.0,0.0,0.0,0.0,1.0,5,112.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,11,1,0.86,0.86,0.86,0.0,-0.334,1.12404,1.0,0.0,0.0,0.0,0.86,5,86.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,12,1,0.85,1.15,1.0,0.0,0.0,-0.878,0.0,0.0,0.85,0.0,1.15,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,13,1,1.12,1.12,1.0,0.0,0.88,-1.012,0.6222479999999999,0.0,0.0,0.6222479999999999,0.88,5,112.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,14,1,0.87,1.13,0.87,0.0,-1.13,-1.2994999999999999,0.615177,0.0,0.0,0.7990229999999999,0.87,5,87.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,15,1,0.1892,0.2508,0.2508,0.0,1.71,-1.11264,0.86,0.0,0.0,0.0,1.0,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,16,1,0.22,0.242,0.22,0.0,-1.5,-0.8784,1.1,0.0,0.0,0.0,1.0,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,17,1,1.0,0.89,1.11,0.0,1.998,-0.48416000000000003,1.11,0.0,0.0,0.0,0.89,5,111.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,18,1,1.13,1.0,1.0,0.0,-1.8,-0.544,0.87,0.0,0.0,0.0,0.87,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,19,1,0.9,1.1,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,5,-1.1,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,20,1,0.9,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,21,1,1.0,0.87,0.87,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.87,5,-0.87,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,22,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.15,5,-0.85,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,23,1,1.666,0.87,1.666,0.0,0.0,0.0,0.87,0.0,0.0,0.0,1.0,5,-1.13,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,24,1,1.666,1.0,1.48274,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.0,5,-0.89,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,25,1,1.666,1.0,1.9159,0.0,0.0,0.0,0.0,1.15,0.0,0.0,1.15,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,26,1,1.666,1.13,1.666,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.87,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,27,1,2.5,0.9,2.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.9,5,-1.1,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,28,1,2.85,0.86,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,1.1400000000000001,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,29,1,2.5,0.88,2.8,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.88,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,30,1,2.5,1.15,2.5,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.85,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,31,1,0.6675,0.75,0.6675,0.0,0.0,3.5,0.89,0.0,0.0,0.0,1.11,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,32,1,0.675,0.75,0.75,0.0,0.0,-3.5,0.0,0.0,0.9,0.0,1.0,5,110.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,33,1,1.6099999999999999,1.4,1.19,-5.2,0.0,0.0,0.8131649999999999,0.0,-0.8131649999999999,0.0,1.15,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,34,1,1.6099999999999999,1.19,1.4,4.42,0.0,0.0,0.7071,0.0,0.7071,0.0,1.0,5,85.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,35,1,2.0,2.2,2.0,0.0,0.0,8.415000000000001,1.1,0.0,0.0,0.0,1.0,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,36,1,1.7,2.0,2.0,0.0,0.0,-8.7975,0.0,0.0,0.85,0.0,1.0,5,85.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,37,1,1.0,1.0,1.1,-0.9,0.6446,5.225,1.0,0.0,0.0,0.0,0.9,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,38,1,1.13,1.0,1.13,0.0,0.586,4.75,1.13,0.0,0.0,0.0,1.0,5,113.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,39,1,1.0,1.0,1.15,1.0,0.6738999999999999,4.0375,1.15,0.0,0.0,0.0,0.85,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,40,1,1.0,1.0,1.1,-1.1,-0.5274,4.275,1.1,0.0,0.0,0.0,0.9,5,110.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,41,1,1.1,1.0,1.1,0.0,-0.6446,4.75,1.1,0.0,0.0,0.0,1.0,5,90.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,42,1,1.0,0.89,1.11,0.89,-0.6504599999999999,4.2275,0.89,0.0,0.0,0.0,0.89,5,111.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,43,1,1.0,1.0,1.13,-1.13,0.586,-5.3675,1.0,0.0,0.0,0.0,0.87,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,44,1,1.1400000000000001,1.1400000000000001,1.0,0.0,0.50396,-4.75,1.0,0.0,0.0,0.0,1.0,5,86.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,45,1,0.88,0.88,0.88,1.0,0.586,-4.75,0.88,0.0,0.0,0.0,1.0,5,88.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,46,1,1.0,0.87,1.0,-1.13,-0.586,-5.3675,0.87,0.0,0.0,0.0,1.0,5,113.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,47,1,0.89,1.0,1.0,0.0,-0.586,-4.75,1.11,0.0,0.0,0.0,0.89,5,111.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,48,1,1.1,1.0,0.9,1.1,-0.5274,-4.275,1.1,0.0,0.0,0.0,1.0,5,110.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,49,1,1.15,0.85,1.15,-7.125,0.586,0.0,1.0,0.0,0.0,0.0,1.15,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,50,1,1.15,0.85,1.0,-7.125,-0.586,0.0,1.15,0.0,0.0,0.0,1.15,5,85.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,51,1,1.0,0.88,1.0,7.98,0.5156799999999999,0.0,1.12,0.0,0.0,0.0,1.0,5,88.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,52,1,1.0,1.0,1.0,8.19375,-0.4981,0.0,1.0,0.0,0.0,0.0,1.0,5,85.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,53,1,0.89,0.89,1.11,-7.125,1.7604600000000001,0.0,1.0,0.0,0.0,0.0,1.11,5,89.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,54,1,1.1,0.9,1.1,-7.8375,-1.4274,0.0,1.1,0.0,0.0,0.0,0.9,5,90.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,55,1,1.11,1.11,0.89,6.34125,1.586,0.0,0.89,0.0,0.0,0.0,0.89,5,111.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,56,1,0.9,1.0,0.9,7.8375,-1.7446000000000002,0.0,0.9,0.0,0.0,0.0,0.9,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,3,0,0.0,0.01,1.0,00000001010000000000000000010100,00000001010000000000000000010110,1,1,1.13,1.13,0.87,0.0,0.0,0.53981908,0.87,0.0,0.0,0.0,0.01,5,261.0,0.0,0.0,0.01,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Teuthus-mutated,0,1,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,2,1,0.9,1.0,1.1,0.38389999999999996,0.0,0.608711,0.0,0.0,0.0,1.1,0.011,5,-1.1,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,0,1,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,3,1,1.11,1.11,0.89,-0.38738999999999996,0.0,0.67566921,1.0,0.0,0.0,0.0,0.0089,5,-1.11,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,4,0,0.88,1.12,1.0,1.064,0.0,0.8064,0.0,0.0,0.0,1.12,0.0112,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,5,0,0.86,0.86,0.86,0.95,0.0,1.1008,0.0,0.0,0.0,1.1400000000000001,0.0086,5,114.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
