Name,UnitValue,AIFormationType,AIFormationSeparationMultiplier,AIGroupBehaviourType,AIGroupBehaviourDistance,AIGroupAttackBehaviourType,AIGroupAttackSpeed,AIBehaviourType,AIBehaviourDistance,AIAttackBehaviourType,AIAttackSpeed,Fitness
CubicKeeper-mutated,10,1,1,5,100,0,100,5,112.0,0,88.0,0.88
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,33.6,0,300.0,0.88
DaimonBeta-mutated,20,0,1,4,300,0,100,4,261.0,0,113.0,0.87
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,17.0,0.85
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,300.0,0,112.0,0.88
DaimonDelta-mutated,30,5,1,4,300,0,100,4,300.0,0,100.0,0.87
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,534.0,0,89.0,0.89
DaimonEta-mutated,10,9,1,4,150,3,100,4,30.0,0,1.1400000000000001,0.86
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,26.1,0,0.87,0.87
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,33.0,0,1.1,0.9
DaimonGamma-mutated,20,2,1,4,300,0,100,4,300.0,0,100.0,0.89
DaimonKnight-mutated,5,2,1,7,19,0,100,7,21.47,0,113.0,0.87
DaimonLightning-mutated,250,1,3,4,150,0,100,4,172.5,0,85.0,0.85
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,226.0,0,87.0,0.87
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,150.0,0,100.0,0.87
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,43.0,0.86
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,56.5,0,43.5,0.87
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,42.5,0,42.5,0.85
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,50.0,0,57.5,0.85
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,230.0,0,100.0,0.85
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,270.0,0,360.0,0.9
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,400.0,0.86
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,880.0,0,448.0,0.88
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,340.0,0.85
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,261.0,0,400.0,0.87
DaimonSpike-mutated,5,5,1,7,10,0,100,7,8.8,0,112.0,0.88
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,57.0,0,86.0,0.86
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,100.0,0,110.0,0.9
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,1000.0,0,85.0,0.85
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,155.75,0,89.0,0.89
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,199.5,0,86.0,0.86
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,114.0,0.86
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,85.0,0.85
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,900.0,0,100.0,0.9
DaimonZeta-mutated,50,2,1,7,200,0,100,7,228.0,0,114.0,0.86
DroneAlpha-mutated,250,1,5,4,250,0,100,4,225.0,0,110.0,0.9
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,277.5,0,100.0,0.89
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,217.5,0,87.0,0.87
DroneBeta-mutated,250,1,15,4,300,0,100,4,300.0,0,110.0,0.9
Frosty-mutated,10,9,1,4,150,3,100,4,25.5,0,30.0,0.85
Ichthyos-mutated,0,6,1,4,150,3,150,4,50.0,0,26.1,0.87
Jack-mutated,10,9,1,4,150,3,100,4,26.4,0,26.4,0.88
Kroma-mutated,10,5,1,7,50,0,100,7,57.5,0,100.0,0.85
KromaChild-mutated,5,5,1,7,50,0,100,7,55.0,0,100.0,0.9
KromaElite-mutated,20,5,1,4,200,0,100,4,174.0,0,113.0,0.87
Larva-mutated,1,5,1,7,50,0,100,7,56.5,0,87.0,0.87
MCCreeper-mutated,20,0,1,4,100,0,100,4,89.0,0,100.0,0.89
MCSkeleton-mutated,20,0,1,4,100,0,100,4,85.0,0,100.0,0.85
Maia-mutated,-1,2,5,-1,0,-1,0,4,258.0,0,86.0,0.86
Marble-mutated,250,1,1.5,5,1000,0,200,5,860.0,0,172.0,0.86
Mars-mutated,1,5,1,7,50,0,100,7,56.5,0,100.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,258.0,0,100.0,0.86
Orion-mutated,-1,-1,0,-1,0,-1,0,4,172.0,0,114.0,0.86
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1000.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,9,114000.0,0,1000.0,0.86
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,880.0,0.88
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,100.0,0.87
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,194.25,0,111.0,0.89
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,100.0,0,100.0,0.89
TrailerBeta-mutated,500,1,5,4,200,0,100,4,200.0,0,100.0,0.86
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,210.9,0.89
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,169.1,0.89
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,200.0,0,169.1,0.89
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,31.5,0,209.0,0.9
WingAlpha-mutated,2000,1,5,7,100,0,100,7,86.0,0,86.0,0.86
Argos-mutated,-1,2,5,-1,0,-1,0,4,174.0,0,100.0,0.87
Argos-mutated,-1,2,5,-1,0,-1,0,4,85.0,0,42.5,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,220.0,0,90.0,0.9
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,261.0,0,113.0,0.87
CubicKeeper-mutated,10,1,1,5,100,0,100,5,85.0,0,100.0,0.85
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,30.0,0,255.0,0.85
DaimonBeta-mutated,20,0,1,4,300,0,100,4,300.0,0,88.0,0.88
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,20.0,0.88
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,300.0,0,85.0,0.85
DaimonDelta-mutated,30,5,1,4,300,0,100,4,339.0,0,87.0,0.87
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,600.0,0,90.0,0.9
DaimonEta-mutated,10,9,1,4,150,3,100,4,26.4,0,0.88,0.88
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,33.9,0,0.87,0.87
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,25.8,0,1.0,0.86
DaimonGamma-mutated,20,2,1,4,300,0,100,4,255.0,0,115.0,0.85
DaimonKnight-mutated,5,2,1,7,19,0,100,7,19.0,0,87.0,0.87
DaimonLightning-mutated,250,1,3,4,150,0,100,4,150.0,0,85.0,0.85
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,222.0,0,100.0,0.89
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,172.5,0,85.0,0.85
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,55.5,0.89
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,55.0,0,45.0,0.9
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,57.0,0,57.0,0.86
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,43.5,0,43.5,0.87
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,200.0,0,86.0,0.86
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,267.0,0,400.0,0.89
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,339.0,0,348.0,0.87
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,900.0,0,440.0,0.9
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,264.0,0,448.0,0.88
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,330.0,0,400.0,0.9
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,87.0,0.87
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,50.0,0,89.0,0.89
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,111.0,0,100.0,0.89
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,890.0,0,100.0,0.89
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,175.0,0,100.0,0.9
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,194.25,0,111.0,0.89
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,88.0,0.88
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,100.0,0.86
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,890.0,0,89.0,0.89
DaimonZeta-mutated,50,2,1,7,200,0,100,7,226.0,0,100.0,0.87
DroneAlpha-mutated,250,1,5,4,250,0,100,4,250.0,0,114.0,0.86
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,217.5,0,100.0,0.87
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,250.0,0,113.0,0.87
DroneBeta-mutated,250,1,15,4,300,0,100,4,270.0,0,110.0,0.9
Frosty-mutated,10,9,1,4,150,3,100,4,27.0,0,27.0,0.9
Ichthyos-mutated,0,6,1,4,150,3,150,4,43.5,0,33.9,0.87
Jack-mutated,10,9,1,4,150,3,100,4,33.6,0,30.0,0.88
Kroma-mutated,10,5,1,7,50,0,100,7,43.5,0,87.0,0.87
KromaChild-mutated,5,5,1,7,50,0,100,7,50.0,0,100.0,0.87
KromaElite-mutated,20,5,1,4,200,0,100,4,228.0,0,114.0,0.86
Larva-mutated,1,5,1,7,50,0,100,7,57.0,0,114.0,0.86
MCCreeper-mutated,20,0,1,4,100,0,100,4,110.0,0,110.0,0.9
MCSkeleton-mutated,20,0,1,4,100,0,100,4,86.0,0,100.0,0.86
Maia-mutated,-1,2,5,-1,0,-1,0,4,267.0,0,100.0,0.89
Marble-mutated,250,1,1.5,5,1000,0,200,5,860.0,0,172.0,0.86
Mars-mutated,1,5,1,7,50,0,100,7,50.0,0,111.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,4,264.0,0,88.0,0.88
Orion-mutated,-1,-1,0,-1,0,-1,0,4,174.0,0,100.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,9,114000.0,0,860.0,0.86
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1000.0,0.9
Orion-mutated,-1,-1,0,-1,0,-1,0,9,90000.0,0,1100.0,0.9
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,100.0,0.89
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,152.25,0,100.0,0.87
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,85.0,0,85.0,0.85
TrailerBeta-mutated,500,1,5,4,200,0,100,4,180.0,0,100.0,0.9
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,216.6,0.86
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,161.5,0.85
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,220.0,0,171.0,0.9
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,38.85,0,169.1,0.89
WingAlpha-mutated,2000,1,5,7,100,0,100,7,112.0,0,100.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,226.0,0,87.0,0.87
Argos-mutated,-1,2,5,-1,0,-1,0,4,100.0,0,42.5,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,226.0,0,100.0,0.87
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,112.0,0.88
CubicKeeper-mutated,10,1,1,5,100,0,100,5,86.0,0,100.0,0.86
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,34.5,0,300.0,0.85
DaimonBeta-mutated,20,0,1,4,300,0,100,4,300.0,0,90.0,0.9
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,17.0,0.85
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,330.0,0,110.0,0.9
DaimonDelta-mutated,30,5,1,4,300,0,100,4,333.0,0,111.0,0.89
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,528.0,0,112.0,0.88
DaimonEta-mutated,10,9,1,4,150,3,100,4,34.2,0,0.86,0.86
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,25.5,0,1.0,0.85
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,30.0,0,1.1,0.9
DaimonGamma-mutated,20,2,1,4,300,0,100,4,300.0,0,100.0,0.88
DaimonKnight-mutated,5,2,1,7,19,0,100,7,21.85,0,85.0,0.85
DaimonLightning-mutated,250,1,3,4,150,0,100,4,150.0,0,87.0,0.87
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,200.0,0,88.0,0.88
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,133.5,0,111.0,0.89
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,43.0,0.86
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,44.0,0,44.0,0.88
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,45.0,0,50.0,0.9
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,56.0,0,44.0,0.88
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,220.0,0,110.0,0.9
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,261.0,0,400.0,0.87
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,360.0,0.9
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,1000.0,0,400.0,0.87
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,333.0,0,400.0,0.89
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,261.0,0,452.0,0.87
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,90.0,0.9
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,56.5,0,100.0,0.87
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,112.0,0,112.0,0.88
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,890.0,0,100.0,0.89
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,175.0,0,89.0,0.89
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,201.25,0,100.0,0.85
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,87.0,0.87
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,860.0,0,100.0,0.86
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1130.0,0,87.0,0.87
DaimonZeta-mutated,50,2,1,7,200,0,100,7,178.0,0,111.0,0.89
DroneAlpha-mutated,250,1,5,4,250,0,100,4,222.5,0,89.0,0.89
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,282.5,0,113.0,0.87
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,250.0,0,100.0,0.9
DroneBeta-mutated,250,1,15,4,300,0,100,4,300.0,0,100.0,0.87
Frosty-mutated,10,9,1,4,150,3,100,4,26.1,0,33.9,0.87
Ichthyos-mutated,0,6,1,4,150,3,150,4,45.0,0,30.0,0.9
Jack-mutated,10,9,1,4,150,3,100,4,25.8,0,30.0,0.86
Kroma-mutated,10,5,1,7,50,0,100,7,42.5,0,115.0,0.85
KromaChild-mutated,5,5,1,7,50,0,100,7,57.0,0,114.0,0.86
KromaElite-mutated,20,5,1,4,200,0,100,4,200.0,0,87.0,0.87
Larva-mutated,1,5,1,7,50,0,100,7,43.5,0,113.0,0.87
MCCreeper-mutated,20,0,1,4,100,0,100,4,114.0,0,86.0,0.86
MCSkeleton-mutated,20,0,1,4,100,0,100,4,100.0,0,87.0,0.87
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,86.0,0.86
Marble-mutated,250,1,1.5,5,1000,0,200,5,1150.0,0,170.0,0.85
Mars-mutated,1,5,1,7,50,0,100,7,43.5,0,87.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,261.0,0,113.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,174.0,0,100.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1110.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1000.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,9,85000.0,0,1000.0,0.85
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,85.0,0.85
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,192.5,0,90.0,0.9
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,100.0,0,87.0,0.87
TrailerBeta-mutated,500,1,5,4,200,0,100,4,178.0,0,89.0,0.89
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,212.8,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.87
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,230.0,0,190.0,0.85
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,38.85,0,169.1,0.89
WingAlpha-mutated,2000,1,5,7,100,0,100,7,112.0,0,100.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,174.0,0,87.0,0.87
Argos-mutated,-1,2,5,-1,0,-1,0,4,87.0,0,43.5,0.87
Argos-mutated,-1,2,5,-1,0,-1,0,4,176.0,0,100.0,0.88
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,110.0,0.9
CubicKeeper-mutated,10,1,1,5,100,0,100,5,88.0,0,88.0,0.88
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,34.5,0,255.0,0.85
DaimonBeta-mutated,20,0,1,4,300,0,100,4,330.0,0,90.0,0.9
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,22.8,0.86
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,339.0,0,87.0,0.87
DaimonDelta-mutated,30,5,1,4,300,0,100,4,333.0,0,111.0,0.89
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,510.0,0,115.0,0.85
DaimonEta-mutated,10,9,1,4,150,3,100,4,26.7,0,1.0,0.89
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,30.0,0,0.89,0.89
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,30.0,0,1.0,0.85
DaimonGamma-mutated,20,2,1,4,300,0,100,4,300.0,0,100.0,0.88
DaimonKnight-mutated,5,2,1,7,19,0,100,7,16.15,0,85.0,0.85
DaimonLightning-mutated,250,1,3,4,150,0,100,4,150.0,0,86.0,0.86
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,224.0,0,100.0,0.88
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,169.5,0,87.0,0.87
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,50.0,0.87
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,43.5,0,50.0,0.87
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,55.0,0,45.0,0.9
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,45.0,0,55.0,0.9
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,170.0,0,85.0,0.85
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,345.0,0,340.0,0.85
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,264.0,0,400.0,0.88
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,870.0,0,348.0,0.87
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,264.0,0,352.0,0.88
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,270.0,0,400.0,0.9
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,100.0,0.85
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,50.0,0,85.0,0.85
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,86.0,0,100.0,0.86
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,1130.0,0,100.0,0.87
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,197.75,0,87.0,0.87
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,148.75,0,100.0,0.85
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,860.0,0,86.0,0.86
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1110.0,0,111.0,0.89
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,100.0,0.87
DaimonZeta-mutated,50,2,1,7,200,0,100,7,200.0,0,110.0,0.9
DroneAlpha-mutated,250,1,5,4,250,0,100,4,220.0,0,88.0,0.88
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,280.0,0,112.0,0.88
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,225.0,0,110.0,0.9
DroneBeta-mutated,250,1,15,4,300,0,100,4,300.0,0,85.0,0.85
Frosty-mutated,10,9,1,4,150,3,100,4,30.0,0,30.0,0.9
Ichthyos-mutated,0,6,1,4,150,3,150,4,55.5,0,30.0,0.89
Jack-mutated,10,9,1,4,150,3,100,4,30.0,0,30.0,0.87
Kroma-mutated,10,5,1,7,50,0,100,7,57.5,0,115.0,0.85
KromaChild-mutated,5,5,1,7,50,0,100,7,50.0,0,87.0,0.87
KromaElite-mutated,20,5,1,4,200,0,100,4,200.0,0,113.0,0.87
Larva-mutated,1,5,1,7,50,0,100,7,44.0,0,100.0,0.88
MCCreeper-mutated,20,0,1,4,100,0,100,4,115.0,0,100.0,0.85
MCSkeleton-mutated,20,0,1,4,100,0,100,4,89.0,0,111.0,0.89
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,110.0,0.9
Marble-mutated,250,1,1.5,5,1000,0,200,5,1000.0,0,228.0,0.86
Mars-mutated,1,5,1,7,50,0,100,7,56.0,0,88.0,0.88
Orion-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,113.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,200.0,0,89.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,89000.0,0,1110.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,111000.0,0,890.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,90000.0,0,1100.0,0.9
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,110.0,0.9
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,201.25,0,85.0,0.85
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,112.0,0,112.0,0.88
TrailerBeta-mutated,500,1,5,4,200,0,100,4,200.0,0,88.0,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,161.5,0.85
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,171.0,0.9
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,228.0,0,216.6,0.86
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,31.5,0,171.0,0.9
WingAlpha-mutated,2000,1,5,7,100,0,100,7,100.0,0,100.0,0.89
Argos-mutated,-1,2,5,-1,0,-1,0,4,200.0,0,100.0,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,90.0,0,45.0,0.9
Argos-mutated,-1,2,5,-1,0,-1,0,4,178.0,0,100.0,0.89
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,100.0,0.89
CubicKeeper-mutated,10,1,1,5,100,0,100,5,85.0,0,85.0,0.85
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,27.0,0,270.0,0.9
DaimonBeta-mutated,20,0,1,4,300,0,100,4,267.0,0,111.0,0.89
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,22.8,0.86
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,264.0,0,88.0,0.88
DaimonDelta-mutated,30,5,1,4,300,0,100,4,270.0,0,90.0,0.9
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,678.0,0,87.0,0.87
DaimonEta-mutated,10,9,1,4,150,3,100,4,33.9,0,1.13,0.87
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,26.1,0,1.0,0.87
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,25.5,0,1.0,0.85
DaimonGamma-mutated,20,2,1,4,300,0,100,4,336.0,0,88.0,0.88
DaimonKnight-mutated,5,2,1,7,19,0,100,7,21.85,0,100.0,0.85
DaimonLightning-mutated,250,1,3,4,150,0,100,4,169.5,0,87.0,0.87
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,200.0,0,112.0,0.88
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,129.0,0,86.0,0.86
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,56.5,0.87
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,55.5,0,55.5,0.89
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,50.0,0,57.0,0.86
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,42.5,0,42.5,0.85
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,222.0,0,100.0,0.89
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,336.0,0,352.0,0.88
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,255.0,0,460.0,0.85
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,1140.0,0,400.0,0.86
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,444.0,0.89
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,400.0,0.87
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,115.0,0.85
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,42.5,0,115.0,0.85
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,113.0,0,100.0,0.87
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,870.0,0,100.0,0.87
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,152.25,0,113.0,0.87
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,175.0,0,111.0,0.89
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1140.0,0,100.0,0.86
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,860.0,0,114.0,0.86
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,860.0,0,86.0,0.86
DaimonZeta-mutated,50,2,1,7,200,0,100,7,176.0,0,88.0,0.88
DroneAlpha-mutated,250,1,5,4,250,0,100,4,250.0,0,113.0,0.87
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,280.0,0,88.0,0.88
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,275.0,0,100.0,0.9
DroneBeta-mutated,250,1,15,4,300,0,100,4,300.0,0,86.0,0.86
Frosty-mutated,10,9,1,4,150,3,100,4,26.4,0,26.4,0.88
Ichthyos-mutated,0,6,1,4,150,3,150,4,42.5,0,30.0,0.85
